116路,南张华浜(逸仙路),"121.500503,31.3551"
116路,北张华浜(逸仙路),"121.497444,31.362504"
116路,淞滨路同济路,"121.494931,31.37283"
116路,淞滨路牡丹江路,"121.498659,31.374718"
116路,牡丹江路淞宝路,"121.497244,31.37901"
116路,海滨八村,"121.496793,31.381159"
116路,牡丹江路水产路,"121.495659,31.383741"
116路,牡丹江路双城路,"121.490451,31.391098"
116路,牡丹江路海江路,"121.488116,31.394306"
116路,牡丹江路宝杨路,"121.486185,31.396949"
116路,牡丹江路友谊路,"121.482656,31.403694"
116路,友谊路团结路,"121.487227,31.406376"
116路,盘古路友谊支路,"121.486914,31.40954"
116路,盘古路东林路,"121.489865,31.410599"
116路,盘古路滨江大道,"121.493837,31.412049"
116路,宝杨码头,"121.49934,31.407405"
117路,上海火车站(北广场),"121.455187,31.251424"
117路,交通路交通西路,"121.446671,31.25424"
117路,交通路宜川路,"121.439575,31.256393"
117路,交通路志丹路,"121.432948,31.257653"
117路,交通路双山路,"121.424068,31.259335"
117路,交通路交暨路,"121.418924,31.260295"
117路,棉花仓库,"121.414019,31.261259"
117路,交通路真华路,"121.408186,31.262504"
117路,基础公司,"121.401192,31.263948"
117路,交通路杨家桥,"121.398415,31.264339"
117路,交通路真南路,"121.391163,31.267535"
117路,真南路二号桥,"121.383147,31.270404"
117路,真南路祁连山路,"121.375469,31.271771"
117路,真南路敦煌路,"121.369125,31.273138"
117路,桃浦水厂,"121.366638,31.274578"
117路,真南路武威路,"121.365669,31.275642"
117路,雪松路武威路,"121.354067,31.282756"
117路,雪松路绿杨路,"121.353733,31.284171"
117路,白丽路银杏路,"121.347131,31.286576"
117路,桃浦五村,"121.349395,31.283809"
118路,一二八纪念路阳曲路,"121.46238,31.326954"
118路,共康东路阳泉路,"121.464423,31.323498"
118路,共康东路阳曲路,"121.45888,31.323069"
118路,岭南路景凤路,"121.455887,31.317869"
118路,阳曲路保德路,"121.459948,31.316159"
118路,阳曲路临汾路,"121.459961,31.311554"
118路,阳曲路场中路,"121.460109,31.30668"
118路,场中路江杨南路,"121.466408,31.306171"
118路,江湾医院,"121.479631,31.307582"
118路,江湾(逸仙路),"121.485842,31.302747"
118路,逸仙路纪念路,"121.487083,31.299314"
118路,邯郸路运光路,"121.493837,31.293793"
118路,国权路邯郸路,"121.503227,31.294676"
118路,国权路四平路,"121.509003,31.290123"
118路,国权路政本路,"121.516615,31.288021"
118路,国权路黄兴路,"121.519271,31.288872"
118路,松花江路双阳路,"121.528832,31.288477"
118路,松花江路营口路,"121.535904,31.292322"
118路,安图路松花江路,"121.5399,31.29355"
119路,齐河路云莲路,"121.504028,31.179527"
119路,云莲路昌里东路,"121.506447,31.177916"
119路,昌里东路云莲路,"121.507957,31.176445"
119路,昌里东路南码头路,"121.515167,31.179111"
119路,南码头路齐河路,"121.514381,31.183834"
119路,南码头路高科西路,"121.514305,31.185505"
119路,东方路临沂路,"121.510864,31.189671"
119路,临沂路东方路,"121.509266,31.190417"
119路,临沂路浦三路,"121.511576,31.194336"
119路,临沂路兰陵路,"121.514852,31.196636"
119路,临沂路东三里桥路,"121.516052,31.198893"
119路,临沂北路龙阳路,"121.518417,31.203365"
119路,临沂北路北园路,"121.520074,31.206489"
119路,临沂北路浦建路,"121.520838,31.207956"
119路,南泉路蓝村路,"121.522705,31.212391"
119路,南泉路浦电路,"121.523056,31.217578"
119路,南泉路潍坊路,"121.520966,31.222673"
119路,南泉北路张杨路,"121.519295,31.225824"
119路,南泉北路商城路,"121.517799,31.229427"
119路,商城路南泉北路,"121.5166,31.23065"
120路,上海体育馆,"121.437657,31.178878"
120路,龙华,"121.444683,31.172904"
120路,龙漕路田东路,"121.442551,31.170113"
120路,漕宝路习勤路,"121.427096,31.16799"
120路,漕宝路桂林路,"121.420846,31.167214"
120路,桂林路田林路,"121.417964,31.169848"
120路,桂林路宜山路,"121.416706,31.173242"
120路,宜山路虹漕路,"121.410174,31.173251"
120路,虹漕路钦江路,"121.408568,31.177895"
120路,钦州北路虹漕路,"121.406897,31.179258"
120路,钦州北路桂平路,"121.401719,31.177765"
120路,桂平路钦江路,"121.401411,31.176046"
120路,桂平路宜山路,"121.402895,31.170833"
120路,桂平路田林路,"121.403511,31.168685"
120路,桂平路漕宝路,"121.404926,31.163859"
120路,漕宝路虹梅路,"121.400278,31.161328"
120路,古美路漕宝路,"121.399783,31.158468"
120路,东兰路莲花路,"121.396858,31.156163"
120路,东兰路莲花路(和嘉公寓),"121.394006,31.155356"
120路,东兰路万源路,"121.391107,31.154631"
120路,东兰兴城,"121.385569,31.153533"
120路,龙茗路东兰路,"121.382595,31.151645"
120路,平吉新村,"121.383867,31.147413"
120路,平吉一村,"121.383155,31.144852"
120路,虹莘路姚家浜路,"121.38076,31.145009"
120路,东兰路龙茗路,"121.380929,31.152595"
121路,金耀路鹤霞路,"121.310651,31.245916"
121路,金园一路鹤霞路,"121.315987,31.245281"
121路,金园一路金沙江西路,"121.315482,31.239097"
121路,爱特路金园一路,"121.313622,31.232796"
121路,爱特路金运路,"121.320981,31.232852"
121路,华江公路爱特路,"121.324577,31.233892"
121路,金沙江西路华江路,"121.32859,31.240942"
121路,金沙江西路新福路,"121.340304,31.241897"
121路,丰庄西路金沙江西路,"121.353767,31.243971"
121路,清峪路新郁路,"121.358429,31.245604"
121路,清峪路丰庄路,"121.363075,31.243568"
121路,清峪路花家浜路,"121.366003,31.242309"
121路,祁连山南路云岭西路,"121.36559,31.23303"
121路,淞虹路北翟路,"121.361267,31.222982"
121路,淞虹路天山西路,"121.361069,31.217386"
121路,淞虹路甘溪路,"121.361557,31.211981"
121路,甘溪路协和路,"121.358192,31.211634"
122路,天钥桥路辛耕路(徐家汇),"121.441643,31.192596"
122路,天钥桥路斜土路,"121.442266,31.187413"
122路,上海体育馆,"121.439575,31.183466"
122路,田林东路漕溪路,"121.433073,31.174696"
122路,田林东路钦州路,"121.42803,31.173247"
122路,田林东路柳州路,"121.424774,31.17204"
122路,柳州路漕宝路,"121.424805,31.169119"
122路,漕宝路桂林路,"121.421042,31.167235"
122路,虹漕南路漕宝路,"121.412821,31.161931"
122路,虹漕南路钦州南路,"121.413537,31.158433"
122路,虹漕南路浦北路,"121.415056,31.152782"
122路,虹漕南路江安路,"121.417049,31.148798"
122路,沪闵路虹梅南路,"121.413958,31.143129"
122路,平阳路虹梅路,"121.40855,31.143047"
122路,平阳路古美路,"121.404466,31.141567"
122路,莲花路平阳路,"121.401502,31.13928"
122路,古美西路古方路,"121.401966,31.135738"
122路,古美西路万源路,"121.398555,31.134392"
122路,古美西路合川路,"121.393911,31.133212"
122路,古美西路龙茗路,"121.389462,31.132222"
122路,龙茗路平阳路,"121.387895,31.13428"
122路,平阳路虹莘路,"121.383324,31.13435"
123路,人民广场,"121.473248,31.22743"
123路,延安东路浙江中路,"121.480534,31.229601"
123路,中山东一路广东路,"121.491028,31.234764"
123路,吴淞路海宁路,"121.489201,31.250786"
123路,四平路溧阳路,"121.488776,31.259375"
123路,四平路临平北路,"121.491173,31.264996"
123路,四平路新港路,"121.495079,31.269066"
123路,四平路大连路,"121.499423,31.272899"
123路,赤峰路四平路,"121.503234,31.279345"
123路,赤峰路密云路,"121.497063,31.281719"
123路,辉河路中山北二路,"121.498703,31.287657"
123路,巴林路伊敏河路,"121.49542,31.288191"
124路,开鲁路世界路,"121.528374,31.324821"
124路,新江湾城(世界路),"121.525807,31.325816"
124路,殷行路中原路,"121.530781,31.328568"
124路,殷行路包头路,"121.539131,31.328178"
124路,殷行路军工路,"121.54431,31.327934"
124路,军工路陆丁巷,"121.546185,31.325556"
124路,森林公园,"121.54525,31.321066"
124路,军工路民星路,"121.545898,31.313451"
124路,军工路松花江路,"121.546315,31.296988"
124路,军工路控江路,"121.55013,31.29099"
124路,军工路周家嘴路,"121.555955,31.286237"
124路,军工路平凉路,"121.558052,31.279978"
124路,黎平路杨树浦路,"121.559918,31.274479"
125路,外环路地铁站,"121.391927,31.119961"
125路,莘庄地铁北广场,"121.383682,31.114231"
125路,莘庄,"121.377777,31.108936"
125路,莘松路莘西路,"121.373618,31.106473"
125路,莘松路西环路,"121.369301,31.103989"
125路,上海康城,"121.359371,31.100169"
125路,场东路新南路,"121.359132,31.096775"
125路,场东路,"121.360608,31.093073"
125路,场南路,"121.359401,31.092144"
125路,春九路场南路,"121.357044,31.09053"
125路,春九路明中路,"121.358494,31.086975"
125路,明中路春九路,"121.354983,31.083411"
125路,明中路明兴路,"121.346372,31.08023"
125路,万科白马花园,"121.339375,31.077661"
125路,明中路明华路,"121.336554,31.076697"
125路,沿海丽水馨庭,"121.328667,31.0746"
125路,明中路月台路,"121.325974,31.074162"
125路,新育路明中路,"121.321609,31.072409"
125路,新育小区,"121.321102,31.067253"
125路,新育路新北街,"121.320781,31.063906"
125路,新育路新南街,"121.320625,31.062187"
125路,新南街恒宣路,"121.318203,31.061606"
125路,新镇街新站路,"121.314018,31.059116"
125路,新桥中心小学,"121.316696,31.058201"
125路,新桥火车站,"121.322255,31.059426"
129路,定边路桃浦路,"121.364166,31.261681"
129路,桃浦路靖边路,"121.371293,31.262717"
129路,桃浦路双河路,"121.37767,31.261555"
129路,桃浦路高陵路,"121.383408,31.260433"
129路,桃浦路真光路,"121.38839,31.259762"
129路,桃浦路真北路,"121.3955,31.259872"
129路,上海西站,"121.400833,31.261341"
129路,曹杨路芝川路,"121.404154,31.26056"
129路,曹杨路铜川路,"121.406046,31.254705"
129路,铜川路曹杨路,"121.409627,31.25138"
129路,曹杨路兰溪路,"121.41329,31.240582"
129路,中山北路陆家宅,"121.422318,31.243225"
129路,和平新村,"121.424948,31.244648"
129路,中山北路光新路,"121.431786,31.24921"
129路,中山北路铁路街,"121.436111,31.25345"
129路,中山北路交通路,"121.446648,31.257381"
129路,中山北路普善路,"121.455811,31.259293"
129路,北区汽车站(中山北路),"121.46302,31.260879"
130路,杨家渡渡口,"121.510649,31.224566"
130路,浦城路商城路,"121.512146,31.228479"
130路,商城路浦东南路,"121.516975,31.23041"
130路,张杨路东方路,"121.5233,31.229326"
130路,张杨路福山路,"121.527817,31.230688"
130路,张杨路源深路,"121.532352,31.232137"
130路,羽山路源深路,"121.537014,31.229362"
130路,桃林路灵山路,"121.540932,31.229448"
130路,灵山路民生路,"121.544815,31.229475"
130路,民生路灵山路,"121.546783,31.231089"
130路,羽山路民生路,"121.548561,31.234385"
130路,羽山路苗圃路,"121.55146,31.235477"
130路,南洋泾路灵山路,"121.555295,31.235113"
130路,灵山路崮山路,"121.560738,31.236576"
130路,崮山路羽山路,"121.559661,31.240022"
130路,崮山路张杨路,"121.55722,31.243069"
130路,博山路罗山路,"121.557686,31.246025"
130路,博山东路万德路,"121.561215,31.248225"
130路,德平路博山东路,"121.560569,31.250686"
130路,栖山路龙居路,"121.559555,31.253925"
130路,栖山路居家桥路,"121.565758,31.257727"
130路,栖山路友林路,"121.569351,31.259579"
130路,枣庄路博山东路,"121.572701,31.256329"
130路,博山东路金桥路,"121.576836,31.257832"
130路,金桥路博山东路,"121.577194,31.259418"
130路,金桥路浦东大道,"121.571442,31.26586"
130路,浦东大道八号桥,"121.574028,31.268984"
130路,浦东大道五莲路,"121.576199,31.273123"
130路,五莲路莱阳路,"121.580879,31.274635"
130路,莱阳路博兴路,"121.577682,31.271992"
130路,博兴路长岛路,"121.580536,31.268351"
130路,博兴路柳埠路,"121.583521,31.265733"
131路,宜山路虹梅路,"121.397191,31.169078"
131路,古美路田林路,"121.395677,31.166506"
131路,古美路宜山路,"121.394679,31.168906"
131路,宜山路桂平路,"121.401489,31.171359"
131路,宜山路桂箐路,"121.404694,31.171991"
131路,宜山路虹漕路,"121.407491,31.172556"
131路,苍梧路田林路,"121.413255,31.170486"
131路,田林路桂林路,"121.416949,31.170352"
131路,桂林路漕宝路,"121.418811,31.165742"
131路,上海师大,"121.419388,31.16227"
131路,桂林路桂林东街,"121.420291,31.157101"
131路,桂林路桂林西街,"121.423309,31.153177"
131路,沪闵路虹梅南路,"121.415473,31.144679"
131路,虹梅南路梅陇路,"121.41447,31.136185"
131路,嘉川路凌云路,"121.419358,31.135282"
131路,上中西路龙州路,"121.423828,31.133741"
131路,上中西路天等路,"121.42658,31.134518"
131路,上中西路老沪闵路,"121.429947,31.135374"
131路,老沪闵路上中路,"121.431302,31.139023"
131路,汇成新村,"121.435165,31.14296"
131路,园南新村,"121.439049,31.141163"
132路,鸿兴路宝山路,"121.476163,31.254271"
132路,宝山路同心路,"121.479831,31.264631"
132路,虹口足球场,"121.479418,31.272201"
132路,上农新村,"121.48309,31.282734"
132路,广灵四路广灵一路,"121.478264,31.286337"
132路,广灵四路水电路,"121.474602,31.286871"
132路,凉城路汶水东路,"121.470879,31.289831"
132路,凉城路车站北路,"121.471168,31.295621"
132路,凉城路丰镇路,"121.471163,31.303351"
132路,江湾医院,"121.479575,31.307574"
132路,逸仙路三门路,"121.485645,31.310099"
132路,逸仙路安汾路,"121.485625,31.315286"
132路,高境庙,"121.483238,31.320577"
132路,高境新村,"121.478432,31.32085"
132路,殷高西路桥,"121.47496,31.327591"
132路,淞南十村(新二路),"121.474922,31.332691"
132路,新二路通南路,"121.474838,31.336449"
132路,通南路新二路,"121.471108,31.336462"
133路,凉城路丰镇路,"121.471098,31.303121"
133路,凉城路车站北路,"121.471102,31.296007"
133路,水电路汶水东路,"121.477005,31.292171"
133路,汶水东路水电路,"121.4785,31.289375"
133路,汶水东路广纪路,"121.482384,31.290209"
133路,大柏树(汶水东路),"121.486328,31.291243"
133路,邯郸路运光路,"121.493874,31.293802"
133路,复旦大学,"121.504336,31.296563"
133路,五角场(邯郸路),"121.512665,31.298994"
133路,五角场(翔殷路),"121.517708,31.300501"
133路,翔殷路国和路,"121.524048,31.302431"
133路,营口路安波路,"121.531929,31.302444"
133路,国顺东路营口路,"121.533501,31.298794"
133路,国顺东路沙岗路,"121.536674,31.300806"
134路,彭浦新村(保德路),"121.461908,31.317854"
134路,汾西路阳泉路,"121.462609,31.313494"
134路,阳曲路临汾路,"121.459961,31.311549"
134路,临汾路江杨南路,"121.465877,31.310803"
134路,江杨南路场中路,"121.46785,31.309877"
134路,广粤路奎照路,"121.467339,31.299227"
134路,广粤路车站北路,"121.467157,31.295608"
134路,广粤路汶水东路,"121.466558,31.289844"
134路,广灵四路广粤路,"121.469102,31.28701"
134路,凉城路汶水东路,"121.470642,31.288546"
134路,汶水东路水电路,"121.478411,31.289371"
134路,汶水东路广纪路,"121.482305,31.290191"
134路,大柏树(曲阳路),"121.490829,31.289501"
134路,曲阳路中山北二路,"121.490642,31.283828"
134路,祥德路欧阳路,"121.491615,31.271189"
134路,欧阳路四达路,"121.488108,31.26842"
134路,临平北路四平路,"121.493668,31.263103"
134路,临平路张家巷,"121.497124,31.261707"
134路,公平路周家嘴路,"121.500938,31.258737"
134路,东大名路海门路,"121.507882,31.251849"
134路,提篮桥,"121.511848,31.250898"
134路,大连路杨树浦路,"121.517309,31.252174"
135路,杨树浦路黎平路,"121.558819,31.273207"
135路,杨树浦路内江路,"121.556415,31.271094"
135路,杨树浦路隆昌路,"121.552131,31.268051"
135路,杨树浦路临青路,"121.544944,31.262387"
135路,杨树浦路松潘路,"121.542109,31.259635"
135路,杨树浦路眉州路,"121.537348,31.255469"
135路,杨树浦路江浦路,"121.534115,31.253542"
135路,杨树浦路许昌路,"121.526133,31.252652"
135路,杨树浦路大连路,"121.518924,31.251988"
135路,提篮桥,"121.511528,31.251106"
135路,东大名路丹徒路,"121.504379,31.250768"
135路,东大名路旅顺路,"121.497487,31.247921"
135路,大名路闵行路,"121.492613,31.246072"
135路,中山东一路汉口路,"121.490165,31.237257"
135路,小北门,"121.482882,31.225547"
135路,老西门,"121.483154,31.223297"
136路,大渡河路桃浦路,"121.396801,31.25911"
136路,大渡河路铜川路,"121.397378,31.251319"
136路,大渡河路北石路,"121.397072,31.247374"
136路,杨柳青路武宁路,"121.398842,31.243757"
136路,杨柳青路梅川路,"121.400017,31.239471"
136路,桂巷新村,"121.40184,31.236294"
136路,杨柳青路枣阳路,"121.404045,31.233561"
136路,金沙江路中山北路,"121.407457,31.231558"
136路,宁夏路白玉路,"121.416532,31.232352"
136路,宁夏路曹杨路,"121.418906,31.233685"
136路,曹杨路谈家渡路,"121.421455,31.233501"
136路,江苏北路长宁路,"121.42614,31.225082"
136路,曹家渡(长宁路),"121.427834,31.227722"
136路,武宁南路康定路,"121.434105,31.229591"
136路,武宁南路武定西路,"121.437485,31.226061"
136路,新闸路胶州路,"121.442964,31.227726"
136路,新闸路西康路,"121.447449,31.230061"
136路,新闸路江宁路,"121.454674,31.232946"
136路,新闸路石门二路,"121.459198,31.234552"
136路,新闸路地铁站,"121.468124,31.239002"
136路,温州路北京西路,"121.470085,31.237343"
136路,新闸路温州路,"121.469588,31.238503"
137路,市光新村(包头路),"121.538739,31.322685"
137路,临时站,"121.534463,31.324812"
137路,市光路中原路,"121.532934,31.321589"
137路,包头路市光路,"121.538513,31.319901"
137路,包头路嫩江路,"121.538551,31.317162"
137路,包头路民星路,"121.53862,31.312542"
137路,包头路翔殷路,"121.538589,31.307865"
137路,包头南路国顺东路,"121.538845,31.303082"
137路,国顺东路沙岗路,"121.536688,31.300825"
137路,佳木斯路沙岗路,"121.538351,31.296545"
137路,佳木斯路营口路,"121.536584,31.295074"
137路,营口路靖宇东路,"121.534931,31.287604"
137路,延吉中路双阳路,"121.531888,31.284175"
137路,双阳路控江路,"121.533016,31.280226"
137路,周家嘴路黄兴路,"121.531372,31.275807"
137路,黄兴路长阳路,"121.532059,31.270947"
137路,长阳路兰州路,"121.52987,31.267361"
137路,长阳路江浦路,"121.523247,31.264349"
137路,长阳路许昌路,"121.518746,31.26224"
137路,长阳路大连路,"121.514198,31.258966"
137路,保定路惠民路,"121.513669,31.254577"
137路,临潼路杨树浦路,"121.514389,31.2521"
137路,天章路秦皇岛路,"121.517363,31.251104"
138路,上海体育馆,"121.437137,31.179061"
138路,中山西路漕溪北路,"121.434418,31.180792"
138路,中山西路宜山路,"121.428672,31.182018"
138路,宜山路蒲汇塘路,"121.429106,31.187504"
138路,虹桥路宜山路,"121.431081,31.192808"
138路,淮海西路凯旋路,"121.423032,31.196408"
138路,左家宅,"121.425258,31.198084"
138路,淮海西路番禺路,"121.430176,31.200196"
138路,华山路淮海西路,"121.434242,31.204081"
138路,华山路湖南路,"121.433388,31.206575"
138路,江苏路延安西路,"121.43222,31.216324"
138路,愚园路镇宁路,"121.436897,31.221071"
138路,愚园路乌鲁木齐北路,"121.441223,31.222805"
138路,常德路新闸路,"121.44635,31.229956"
138路,常德路康定路,"121.44313,31.23315"
138路,常德路余姚路,"121.44162,31.235329"
138路,常德路长寿路,"121.439156,31.238993"
138路,长寿新村,"121.43486,31.24194"
141路,宁虹路申滨路,"121.309044,31.208719"
141路,宁虹路申虹路,"121.313663,31.209253"
141路,宁虹路七莘路,"121.325122,31.210738"
141路,仙霞西路北祥路,"121.349805,31.209653"
141路,福泉路仙霞西路,"121.359245,31.209831"
141路,福泉路甘溪路,"121.358948,31.212118"
141路,福泉路泉口路,"121.35852,31.215586"
141路,天山西路福泉路,"121.359358,31.218181"
141路,天山西路平塘路,"121.363283,31.217914"
141路,天山西路北渔路,"121.374006,31.216641"
141路,天山路哈密路,"121.378568,31.21592"
141路,天山路威宁路,"121.38306,31.215595"
141路,天山路天中路,"121.386851,31.214893"
141路,天山路芙蓉江路,"121.393312,31.213529"
141路,天山路娄山关路,"121.402756,31.211267"
141路,遵义路仙霞路,"121.406367,31.205699"
141路,新华路定西路,"121.421962,31.204674"
141路,安顺路凯旋路,"121.42115,31.201697"
141路,凯旋路虹桥路,"121.420161,31.198976"
142路,军工路松花江路,"121.546042,31.298242"
142路,松花江路延吉东路,"121.544323,31.297357"
142路,松花江路安图路,"121.538346,31.293958"
142路,松花江路营口路,"121.536146,31.292496"
142路,松花江路双阳路,"121.529093,31.28865"
142路,中山北二路黄兴路,"121.519401,31.285538"
142路,抚顺路长岭路,"121.51875,31.28197"
142路,抚顺路铁岭路,"121.513707,31.279514"
142路,同济大学,"121.508112,31.281827"
142路,四平路赤峰路,"121.504961,31.279683"
142路,赤峰路密云路,"121.49701,31.281745"
142路,赤峰路曲阳路,"121.49316,31.282201"
142路,曲阳路中山北二路,"121.49082,31.283845"
142路,广灵四路广灵一路,"121.478251,31.286341"
142路,广灵四路水电路,"121.474579,31.286875"
142路,凉城路广灵四路,"121.47081,31.288114"
143路,江川路荷巷桥,"121.351311,30.988073"
143路,江川路西畴路,"121.35444,30.988993"
143路,江川路闵江路,"121.358984,30.990321"
143路,江川路祥云路,"121.365562,30.992231"
143路,江川路昆阳路,"121.374321,30.994762"
143路,江川路文井路,"121.383385,30.997331"
143路,江川路临沧路,"121.389991,30.999275"
143路,江川路华宁路,"121.397574,31.000265"
143路,华宁路东川路,"121.396957,31.005456"
143路,华宁路景谷路,"121.394965,31.01043"
143路,景谷路碧江路,"121.398021,31.012296"
143路,碧江路景谷路,"121.400729,31.012201"
143路,碧江路东川路,"121.401372,31.010425"
143路,碧江路鹤庆路,"121.40293,31.006137"
143路,市五医院,"121.407674,31.006615"
143路,鹤庆路金平路,"121.414023,31.007938"
143路,鹤庆路兰坪路,"121.419115,31.009297"
143路,沪闵路鹤庆路,"121.423047,31.011298"
143路,沪闵路东川路,"121.421257,31.016281"
143路,公交停车场,"121.419813,31.019657"
143路,沪闵路剑川路,"121.418083,31.023975"
143路,沪闵路灯辉路,"121.414963,31.031662"
143路,金阳路沪闵路,"121.417977,31.036819"
143路,金阳路都市路,"121.420128,31.037743"
143路,都市路金塔路,"121.420069,31.040829"
143路,都市路北吴路,"121.416719,31.048793"
143路,都市路伟都路,"121.412636,31.056541"
143路,都市路向阳路,"121.408281,31.064774"
143路,都市路颛兴东路,"121.405151,31.070639"
143路,都市支路贵都路,"121.402912,31.074757"
143路,贵都路都市路,"121.402199,31.077768"
143路,都市路贵都路,"121.403051,31.079805"
143路,都市路丰顺路,"121.40174,31.0823"
143路,都市路金都路,"121.399731,31.086111"
143路,都市路梅州路,"121.397561,31.090217"
143路,都市路银都路,"121.395829,31.093607"
143路,都市路春申路,"121.392804,31.099761"
143路,都市路名都路,"121.390358,31.104757"
143路,莘庄地铁站(南广场),"121.387917,31.111207"
146路,卢浦大桥,"121.478947,31.194363"
146路,蒙自路中山南一路,"121.480399,31.199891"
146路,蒙自路斜土路,"121.47879,31.20372"
146路,蒙自路丽园路,"121.477211,31.207058"
146路,马当路建国东路,"121.475494,31.213593"
146路,马当路复兴中路,"121.475166,31.215305"
146路,马当路兴业路,"121.474213,31.220428"
146路,淮海中路重庆南路,"121.469635,31.221237"
146路,淮海中路思南路,"121.465469,31.219494"
146路,陕西南路淮海中路,"121.459247,31.216313"
146路,陕西南路永嘉路,"121.461304,31.211411"
146路,陕西南路建国西路,"121.462084,31.205856"
146路,肇嘉浜路大木桥路,"121.463247,31.20319"
146路,打浦桥,"121.468859,31.20522"
146路,打浦路瞿溪路,"121.471684,31.199521"
146路,龙华东路富润路,"121.475139,31.194141"
146路,卢浦大桥,"121.478807,31.194518"
147路,临江码头,"121.533468,31.338334"
147路,闸殷路军工路,"121.529144,31.335251"
147路,包头路殷行路,"121.53793,31.330139"
147路,殷行路包头路,"121.539106,31.328177"
147路,殷行路军工路,"121.544297,31.327943"
147路,军工路陆丁巷,"121.546172,31.325751"
147路,森林公园,"121.545273,31.321168"
147路,军工路民星路,"121.545894,31.313559"
147路,民星路包头路,"121.540842,31.311541"
147路,包头路翔殷路,"121.538615,31.307943"
147路,包头南路国顺东路,"121.538806,31.303177"
147路,国顺东路营口路,"121.534405,31.299371"
147路,黄兴公园,"121.528941,31.295846"
147路,国顺东路双阳北路,"121.522079,31.292509"
147路,黄兴路国权路,"121.520169,31.289887"
147路,国权路政本路,"121.517296,31.288238"
147路,国权路四平路,"121.51178,31.289045"
147路,同济大学,"121.507057,31.283746"
147路,四平路赤峰路,"121.50489,31.279552"
147路,四平路大连西路,"121.502518,31.27602"
147路,大连西路四平路,"121.499527,31.276089"
147路,赤峰路密云路,"121.49753,31.281541"
147路,赤峰路四平路,"121.503029,31.279423"
147路,同济大学,"121.507075,31.283364"
147路,国权路四平路,"121.511523,31.289149"
147路,国权路政本路,"121.516623,31.288025"
147路,国权路黄兴路,"121.519271,31.288872"
147路,国顺东路双阳北路,"121.523277,31.292925"
147路,黄兴公园,"121.530273,31.296722"
147路,国顺东路营口路,"121.533494,31.298789"
147路,包头南路国顺东路,"121.53875,31.303776"
147路,包头路民星路,"121.538724,31.310729"
147路,民星路包头路,"121.540395,31.311536"
147路,军工路民星路,"121.54605,31.313082"
147路,森林公园,"121.545408,31.320299"
147路,军工路陆丁巷,"121.546484,31.324957"
147路,军工路殷行路,"121.5448,31.328798"
147路,东方国际水产中心,"121.541458,31.33276"
147路,临江码头,"121.533323,31.338405"
149路,平吉新村,"121.383639,31.147264"
149路,平吉一村,"121.383342,31.144913"
149路,虹莘路姚家浜路,"121.380773,31.144905"
149路,虹莘路九星路,"121.379983,31.149358"
149路,虹莘路星风路,"121.378325,31.155178"
149路,虹莘路漕宝路,"121.376797,31.158655"
149路,漕宝路停车场,"121.373924,31.164822"
149路,虹莘路虹泉路,"121.372589,31.167669"
149路,虹莘路吴中路,"121.371962,31.170495"
149路,吴中路金汇路,"121.376936,31.174596"
149路,吴中路虹中路,"121.387036,31.177157"
149路,虹桥镇,"121.392635,31.179727"
149路,古北新城,"121.4023,31.183932"
149路,红松东路翠钰南路,"121.399557,31.188819"
149路,翠钰南路古羊路,"121.39714,31.190972"
149路,古羊路古北路,"121.400391,31.191845"
149路,古羊路伊犁路,"121.403095,31.191736"
149路,姚虹路黄金城道,"121.409149,31.192839"
149路,虹桥路宋园路,"121.410751,31.196623"
149路,中山西路虹桥路,"121.415438,31.197214"
149路,安顺路长顺路,"121.41549,31.200564"
149路,凯旋路虹桥路,"121.420343,31.198529"
150路,莘松新村,"121.368507,31.104067"
150路,莘松路莘西路,"121.373585,31.106411"
150路,莘庄,"121.377743,31.108798"
150路,莘庄地铁站北广场,"121.383589,31.113915"
150路,沪闵路报春路,"121.394696,31.123967"
150路,莲花路地铁站,"121.401072,31.130057"
150路,古美西路万源路,"121.3974,31.134032"
150路,古美西路合川路,"121.393989,31.133234"
150路,古美西路龙茗路,"121.389527,31.13224"
150路,古美西路虹莘路,"121.384384,31.131089"
150路,平阳路虹莘路,"121.382318,31.134115"
150路,平阳路龙茗路,"121.386421,31.135056"
150路,龙茗路平阳路,"121.387378,31.136024"
150路,龙茗路顾戴路,"121.38615,31.1399"
150路,龙茗路古龙路,"121.384757,31.144484"
150路,龙茗路古龙路(平吉新村),"121.384254,31.146124"
150路,龙茗路东兰路,"121.382457,31.152105"
150路,东兰兴城,"121.384397,31.153294"
150路,东兰路万源路,"121.38942,31.154303"
150路,东兰路莲花路,"121.396849,31.156159"
150路,古美路东兰路,"121.400872,31.155543"
150路,古龙路古美路,"121.401997,31.150595"
150路,莲花路古龙路,"121.397804,31.150299"
151路,沪太路公交枢纽,"121.418342,31.292716"
151路,沪太支路交城路,"121.423876,31.294041"
151路,高平路交城路,"121.427742,31.292496"
151路,原平路汶水路,"121.431762,31.290352"
151路,原平路交城路,"121.431396,31.295227"
151路,江场西路江场三路,"121.43766,31.297359"
151路,江场西路万荣路,"121.442139,31.297756"
151路,江场西路共和新路,"121.446832,31.298186"
151路,共和新路闻喜路,"121.448883,31.306631"
151路,共和新路汾西路,"121.44862,31.312969"
151路,汾西路岭南路,"121.453407,31.313485"
151路,汾西路阳曲路,"121.457985,31.313498"
151路,汾西路阳泉路,"121.462204,31.313494"
151路,汾西路江杨南路,"121.465677,31.313507"
